Interview ID,Date Time,Can I take a few pictures of your house?,In what language would you prefer to run the interview?,ID,"What training have you received, if any, from the municipality or other organisations active in the community?",Which skills would you like to develop further and why?,"Describe how you can contribute towards the improvement of your settlement? (e.g., what skills)",What is your main way to receive information?,What is your main way to communicate with others?,Are you part of the community leadership?,"List any self-organisation initiatives for the improvement of this settlement that you have been part of? (e.g. group savings, farming, cleaning campaign, self-building, etc.)","What community organisation and/or social activity group you are part of? (e.g. church, stokvel, NGO, NPO, Community based organisation, etc.)",What is your average monthly household income?,Where is your home?,Who would you define as the head of your household?,Number of people living in the same household?,How has your economic situation changed since you moved here?,Why did you move to this settlement?,What best describes your accommodation status?,What country do you come from?,What is the highest level of education have you completed?,What year did you move to the settelment?,Where do you come from?,What is your current occupation?,You chose other - What is your occupation?,How do you sustain yourself?,What is the employment status of the participant?,Did you build this house yourself?,Who built your house?,What are the 3 main building materials used to build your house?,What other materials did you use for building your house?,Please describe any self-maintenance or improvements you have made to your house?,What would you change about your house and why?,What would you like to change/worries you the most about living in this settlement and why?,Describe what you like most/makes you most happy about living in this settlement and why?,Boots,Tools,Cooking Utensils,Drainage Issues,Roof,Enterance,Materials Of Construction,Sanitation,Windows,Veg Garden,Cooling Methods,Washing Utensils,Decoration,Heating Methods,How do you dispose of your garbage?,What would you change about garbage disposal and why?,Do you grow your own vegetables?,(If yes) is it for your family or for sale?,Why don't you grow your own vegetables?,What modes of transport are you using to move around?,What other risks or hazards affect you and/or your community?,Have you ever experienced flooding in your home? ,How many times do you experience flooding in your home every year?,In which months have you experienced floods in your home?,Please describe how you were affected by the flooding?,Who would you contact in case of a flood?,Please describe what you would do (actions you take) in case of a flood.,Have you experienced fire in your home?,(If yes) describe how are you were affected by fire?,Who would you contact incase of a fire?,Please describe what you would do (actions you take) in case of fire.,Which of the following items do you own personally?,Item 4 - Audio,Item 5 - Audio,What are the three biggest problems in your life?,Item 3 - Audio 2,Which items do you have currently have access to in your daily life?,"Which 5 items are most important to you in your daily life? Please indicate these in order of importance, starting with the most important",Are you satified with the water available to you (supply or quality)?,If other: What do you use water for?,(If no) why are you not satisfied with your water?,What do you use the water for?,What type of toilet do you use?,Where do you get your water from?
636036225ef7e7ea6c3233e9,2022-10-31T20:54:58,Yes,en,188555707,,,.,Radio,Radio,No,,,<500,,Father,5.0,Became worst,I came here because there are job opportunities nearby and I thought it would be easy to find them,fully owned,,Secondary,2017-01-01,KwaZulu-Natal,,,No job,Unemployed,No,Friends,"Plywood,timber,plastic",,,,The only thing I would like to change about this place is to kick out all the paras (drugs users) that are full here,"what I like about this place is that it is close to the city, and I can walk because I don't have money for taxi fares",,,,,https://files.ruralsenses.com/kobo-attachments/987582/188555707/1663836208481.jpg,https://files.ruralsenses.com/kobo-attachments/987582/188555707/1663836185752.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/188555707/1663836233989.jpg,,,,,,No,,No,,No water,Walking,,Yes,2022.0,September,The water is ruining the walls and the wood that I built with is rotting because the water is coming from the ground,Neighbour,,Yes,Everything in the house burned and I was left without even underwear,Neighbour,,Fire,vegetables are important because they are food,"The fridge is important because if I have enough money to buy food, it is always stored in the fridge and keep it fresh",the house I live in is very noisy and I am not comfortable with it,The toilet is important because I do not have to toilet anywhere,Road,"Mobile Phone,Shower,Toilet flush,Fridge,Vegetables",,,,,,Community tap
636037d6aa76f9b817c3a104,2022-10-31T21:02:14,No,en,186107142,,Building,Nothing,Social events,Social events,No,,,1000,,Uncle,2.0,Improved a bit,"I liked this place because it is close to many things and it is in the Indian area, I told myself that one day I will move from this shack and live in the Indian house",fully owned,,Secondary,2009-01-01,KwaZulu-Natal,Other,Building,,Self employed,Yes,,"Corrugated iron sheets,Plywood,plastic",,Everything in the house was his self mantainance,Nothing,The thing I would like to change is people who commit crimes and run away to hide where we live,"The thing I like the most about this place is that it is close to part-time jobs, so, if you live far away you may have issues but since it is close to Indians, the work is close, that is why I like it so much.",,,,,,,,,,,,,,,Put it in a sertain place and burn it,Nothing,No,,Lack of space,"minibus taxi,Walking",Health hazards and crime,No,,,,"Friends,Family",Drain water out of the house,Yes,"The fire burned my bums because I had been sleeping when the fire started, and I was traumatized. My clothes burned and ID book and certificate for my child also burnt","Family,Municipal officers,Police,NGO,Firefighter",Run,"Book and Pen,Corrugated Iron Sheet,Water,Meat,Light Bulb",Meat is very important because I can only eat it at Christmas,"The fridge is important as it's summer time right now, things rot, the fridge keeps food from spoiling",the problem i have is being sick as i can't breathe properly and failed to sleep,The toilet is important so that we don't go to the side of the house because that makes the area to be unclean if people defecate anywhere.,"Doctor,Fridge,Vegetables,Mobile Phone,Meat,Road,Fire,Toilet Squat","Water,Toilet flush,Mobile Phone,Fridge,Meat",Yes,,,"drinking,cooking,washing",Communal pit latrine,Community tap
63603aa7ccb72e8c771599d7,2022-10-31T21:14:15,No,zu,181856719,,Cooking really enjoy cooking,Cooking,Word of mouth,Word of mouth,No,,,1000,"-29.5599321,30.4092107",Mother,4.0,Improved a bit,I came to this place to look for job opportunities so that I can support my children,fully owned,,Secondary,2004-01-01,KwaZulu-Natal,Housework unpaid,,,Self employed,No,Roshani,"Corrugated iron sheets,plastic,timber",,,Would make the roof much stronger,"the thing I would change in this place is that there is only one tap water, and toilets not enough as well",What I like about this place is that it is peaceful and you can get piece jobs,,,,,,,,,,,,,,,Burn it,Organise dust bins for the community,No,,Don't have time,Walking,,No,,,,"Friends,Family,Neighbour",Would evacuate soon as possible,Yes,The fire tortured me because my belongings and money that I had put in the house burned with it,"Friends,Family,Neighbour,Firefighter",Would ask for help,"Meat,Road","water is essential for us to drink, wash, bath and cook with",the phone is important to contact your family if you live far away,"The problems I face in life are three in total. First of all, I am not eased that these squatter camps do not have enough toilets. Secondly, my heart hurts because the criminals are torturing us, crime is something famous in our surroundings. Thirdly is that job opportunities are very scarce, and it is very hard to find jobs.",The toilet is important to be able to relieve yourself,"Toilet flush,Light Bulb,Fire","House,Mobile Phone,Water,Toilet flush,Shower",No,,Whole community is using one tap,"drinking,cooking,washing",Communal pit latrine,Community tap
63603ee7145e4348e9bd8dc0,2022-10-31T21:32:23,No,zu,181854419,It doesn't exist,Sunday school and installing toilets,I can donate to build toilets,Mobile phone,Mobile phone,Yes,Farming,Community organizations,1000,"-29.5603115,30.4096547",Daughter,1.0,Improved a bit,"I came to live in this place because the jobs and part-time jobs are nearby, I used to live far away and I didn't even know how to get a bus, train and taxi fare, I did not see the money I earn, but since now I live here,  I can now see my monthly income and the jobs are nearby, I can walk without riding.",fully owned,,Secondary,2017-01-01,KwaZulu-Natal,Shop owner,,,Wage employee,No,Owa anti wami,"Corrugated iron sheets,Bricks,timber",,Yes there is,"The electricity was dangerous, and the corrugated iron had holes",What worries me is crime because they steal our clothes from the hanging line. and others who committed crimes outside ran away and came here and chased the police,"this place makes me happy because it's peaceful, and the police come here, and where I work, I don't ride, and the schools are close as I have a child",,,,,,,,,,,,,,,I burn it,By getting a truck that collects garbage,No,,There is no place to build a garden,minibus taxi,The couples were silent and he left the house and went inside,No,,,,"Neighbour,Family",I can call the neighbor,Yes,"The fire makes my heart to be broken because some people lost their families, we lost a lot of things, others were lost their ID's and certificates. we were shot at, and houses were set on fire","Firefighter,Family",To call the fire department,"Mobile Phone,Fridge,Soap,Meat,Fan",fire is important when it's cold and when there is no electricity I can cook with fire and also warm water for bath. it makes you warm when it's cold,"The fan is important because when it is hot, I know that I can turn on the fan, get fresh air to cool me down, let all the heat go out, and be alright, so, the fan is important.","The biggest problem in my life is the lack of a proper house, money, and a job so that I can take care of myself.","The globe is important because I can turn on the light and see what I am doing, if it's dark you can't see anything. Even though I don't have the phone because it may be turned off, I can turn the Globe on, it can light up.","Fan,Toilet flush,Meat,Fridge,House,Fire","House,Doctor,Light Bulb,Fire,Fan",Yes,Bathing,,"drinking,cooking,washing,other (specify)",Communal pit latrine,Community tap
63604116cbe186cabb18e903,2022-10-31T21:41:42,No,en,188552809,,,,TV,TV,No,,Lns,1000,"-29.5601091,30.4097957",Mother,2.0,Improved a bit,"I wanted to find a job, also look for job opportunities, and for my children to find a place nearby where they can study. It is a lot.",fully owned,,Secondary,2018-01-01,KwaZulu-Natal,Housework unpaid,,,Self employed,No,Friends,"Plywood,plastic,timber",,,,The thing I would like to change here is the crime caused by paras,The thing that I like here and that makes me happy is that everyone cares about their own affairs. Something I would be happy to change is the toilets and the faucets.,,,,,,,,,,,,,,,,,No,,No water,minibus taxi,,No,,,,Neighbour,,Yes,The fire tormented me because my belongings that I had were burnt and I suffered a lot,Neighbour,Water,"Doctor,Fridge,Mobile Phone,Water,Road",The fire is useful when there is no electricity because I cook there and warm water for bathing there.,the road is not important because its just the road,"the problem I am facing is when there is no job, it is difficult not to have money when you have a child because you want to please a child, but it is not possible",The toilet is important and I know that when I get to it I can relax and relieve myself extensively.,"Water,Fridge,Doctor,House","Toilet flush,Fridge,House,Road,Fire",Yes,,,"drinking,cooking,washing",Communal pit latrine,Community tap
6360458248a75ae4c3b704b2,2022-10-31T22:00:34,No,en,188552717,,,,Radio,Word of mouth,No,,Ins,1000,,Father,3.0,Improved a bit,I came here because I'm looking for a job,fully owned,,Secondary,2015-01-01,KwaZulu-Natal,Unemployed,,,Self employed,No,Friends,"Plywood,plastic,timber",,,,I don't like the attitude of the people who are staying here,"This place is close to many things and it is in the center, and if you want to start life is easy here",,,,,,,,,,,,,,,No,,No,,No water,minibus taxi,,No,,,,Neighbour,,Yes,everything in the house burned and nothing came out,Neighbour,,"Toilet flush,Light Bulb,Water,House,Road",it is important to see in the house,toliet is not important to me even if I use it but no it is not important,"I don't work, it's cold, I don't have enough blankets as it cold here and I don't have money",a doctor is the one who takes care of people's lives when they are sick,"Road,House,Water,Shower,Toilet flush","Water,Toilet flush,Shower,Doctor,Light Bulb",Yes,,,"drinking,cooking,washing",Communal pit latrine,Community tap
63604fc6cc730ab53229bd17,2022-10-31T22:44:22,No,en,188552848,,,,Radio,Radio,No,,Ins,500,"-29.55983,30.4093475",Father,3.0,Improved a bit,What I like about this place is that we don't pay rent and things are close by,fully owned,,Secondary,2018-01-01,Gauteng,Unemployed,,,Self employed,No,Friends,"plastic,timber,Plywood",,,,The thing I would like to see changed in this area is to stop crime,What I like is that the local people are friendly,,,,,,,,,,,,,,,No,,No,,No water,minibus taxi,,No,,,,Neighbour,,No,,Neighbour,,Mobile Phone,"we drink water, we bath, we wash and those who have a car wash business use water",it is important for light and there are snakes in this area,problems staying unemployed,The toilet is important because I know if I left it flushed and clean,"Shower,Mobile Phone","House,Light Bulb,Toilet flush,Shower,Water",,,,,,Community tap
63605512aa76f9b817c3a12a,2022-10-31T23:06:58,No,en,181856745,,Singing because it's makes me feel like am in my own world,Singing,Word of mouth,Word of mouth,No,,,1500,"-29.5607335,30.4099621",Father,2.0,Improved a bit,"I would look for job opportunities, the job I have makes me happy because I can live on it",fully owned,,Secondary,2014-01-01,KwaZulu-Natal,Other,Security,,Wage employee,No,Roshani,"Corrugated iron sheets,Plywood,timber",,,Make it a little bit bigger,"What I would like to change in the place where I live is cleanliness, because it is the most important thing, every place has to be cleaned so that everything will be right.","There are many things that I like or that make me happy in the place where I live because everything we want is available near us in this community. We are a community and we work together, we love each other and we support each other, so there are many things that I can say make me happy in the place I am.",,,,,,,,,,,,,,,Put it in a plastic bag and throw it away,Get 3 big community bins,No,,Don't have time,Walking,,No,,,,"Friends,Family,Neighbour",Would look for a better place to stay in,Yes,,"Friends,Family,Firefighter",Would evacuate soon as possible,"House,Soap","A bicycle is very important because it is fast same as a car. For, when there is a strike of taxis and buses, you can take a bicycle and it can get you wherever you want to go.","Soap is very important because when we bathe ourselves we use it, and when we have to wash our clothes we use it, so soap helps us a lot.",,"Water is very important because we cook, wash and bathe with it.","Soap,Water,House,Road","Road,Soap,Mobile Phone,Water,Bike",No,,It's because our tap is always getting broken,"drinking,cooking,washing",Communal pit latrine,Community tap
63605a4e8a58a42f2e4bb015,2022-10-31T23:29:18,No,zu,181854397,There is none,I have no power,I do not have the ability,Mobile phone,Mobile phone,No,I have no power,There is none,1000,"-29.5607382,30.4093366",Uncle,3.0,Hasn't changed,"It is because it is a place close to the place of work, rather than being away from where the money can be found.",rented,,Secondary,2019-01-01,KwaZulu-Natal,,,Part time,Unemployed,No,I pay for it,"Corrugated iron sheets,plastic,timber",,I have no power,I have no power,Toilets have problems because; those that we have are bad on the inside.,"My favorite thing is that they build houses for us. There is some water, but it is not sufficient, so I enjoy that there are houses.",,,,,,,,,,,,,,,I burn it,By getting a truck that collects debris.,No,,I do not have a garden plot,minibus taxi,There is none,No,,,,Neighbour,I used to call them neighbor,No,,"Firefighter,Neighbour",I would call fire department,"House,Meat,Soap,Fire,Corrugated Iron Sheet,Water",It is because bathing is important and it is the first thing to do that makes me feel fresh.,Soap helps me escape from germs and kill them.,"I can not mention all of them, but they are surface as they are re-surfacing.","It is because where I stay there are times when electrical power goes, and fire is important because I can light up a fire when there is no electricity.","Mobile Phone,Corrugated Iron Sheet,Water,Soap","House,Water,Shower,Soap,Fire",Yes,,,,Communal pit latrine,Community tap
63606069750ff0c58270e5d4,2022-10-31T23:55:21,No,en,188552792,,,,TV,TV,No,,Lns,500,,Mother,3.0,Improved a bit,"It is because jobs are close, schools are close, and everything is close, that's why I live here.",fully owned,,Secondary,2008-01-01,KwaZulu-Natal,Unemployed,,,Self employed,No,Friends,"plastic,timber,Plywood",,,,"The thing I would like to change or which I can change is the faucet because it is bad. And since we don't have toilets, I would also like to change that, as well as the behavior of the junkies.","The thing that I like about this place is that we are organized, we are fine, but the bad side is that there are junkies and they are stealing thing from other people.",,,,,,,,,,,,,,,No,,No,,No water,minibus taxi,,Yes,2020.0,June,,Neighbour,,No,,Neighbour,,Fridge,"Soap is important because I can bathe, I can wash my clothes with it, I can do many things with soap alone.",,"The first thing is that I can't find money, the second is that I don't get jobs, I am just here at home and doing nothing, and the third is that life is difficult.","The doctor is very important because I know when I am sick, I go straight to the doctor. If there is a problem at home, I know where I can find the doctor.",Light Bulb,"House,Doctor,Shower,Soap,Water Pump",,,,,,Community tap
6360628703384ccfb731fd0d,2022-11-01T00:04:23,No,en,188552828,,,,TV,TV,No,,Lns,1000,"-29.5597516,30.4094389",Mother,4.0,Improved a bit,I can't say it since you are in record mode.,fully owned,,Secondary,2012-01-01,KwaZulu-Natal,Housework unpaid,,,Self employed,No,Friends,"Plywood,plastic,timber",,No,,It is not important,It is not important.,,,,,,,,,,,,,,,No,,No,,No water,minibus taxi,,Yes,2021.0,June,I can not say sine you are recording.,Neighbour,,Yes,I can not say since you are recording.,Neighbour,,,It is not important,It is not important.,I can not say since you are recording.,It is not important.,,,Yes,,,"drinking,cooking,washing",Communal pit latrine,Community tap
63612135c686c1a76152824d,2022-11-01T13:37:57,No,zu,186105307,,Building because I really enjoy it but can't build,Gardening,Word of mouth,Word of mouth,No,,,500,"-29.5607032,30.409864",Son,1.0,Improved a bit,,fully owned,,Secondary,2002-01-01,KwaZulu-Natal,,,Piece jobs,Unemployed,No,Roshani,"Corrugated iron sheets,plastic,timber",,,Make the house more bigger,,,,,,,,,,,,,,,,,Burn it,Provide dust bins for the community,No,,Don't have time,Walking,,No,,,,"Friends,Family,Neighbour",Evacuate soon as possible,Yes,,"Family,Friends,Firefighter,Neighbour",Try and grab some money if possible and evacuate soon,Mobile Phone,,,,,"House,Mobile Phone,Toilet flush","House,Mobile Phone,Light Bulb,Fire,Borehole",Yes,,,"drinking,cooking,washing",Communal pit latrine,Community tap
6361216458e01cd8f4ea0f18,2022-11-01T13:38:44,,zu,181852502,,,,Mobile phone,Radio,No,,,<500,"-29.5608344,30.4099966",Father,1.0,Improved a bit,,fully owned,,Secondary,2015-01-01,KwaZulu-Natal,,,For peace job,Unemployed,Yes,,"Plywood,timber,Corrugated iron sheets",,,To change door and side,,,,,,,,,,,,,,,,,Just put together and Barnes,,No,,No place,minibus taxi,,Yes,3.0,"January,February,April",,"Friends,Family,Neighbour",To call my neighbour,Yes,,"Friends,Family,Neighbour",To call my friend,"Toilet Squat,Meat,Vegetables,Water,Soap,House",,,,,"Soap,Mobile Phone,Water,Vegetables,Toilet flush","Borehole,Mobile Phone,House,Toilet Squat,Soap",Yes,,,"drinking,cooking,washing",Ablution block,Community tap
6361241a33102d1f83026a2c,2022-11-01T13:50:18,No,en,188555645,,,,TV,Radio,No,Lns,,500,,Mother,3.0,Improved a bit,"The reason why I will came here is that I want a job, so that I can raise my children sufficiently and because the schools are nearby, so that my kids can study nearby school.",fully owned,,Secondary,2010-01-01,KwaZulu-Natal,Shop owner,,,Self employed,No,Friend,"Plywood,timber,plastic",,,,,,,,,,,,,,,,,,,,No,,Yes,,,minibus taxi,,Yes,2022.0,June,"All the furniture, beds and fridges were damaged. There was a lot of damage",Neighbour,,Yes,"The fire hurt me so much to a point where I was left with nothing but only the dress I was wearing and nothing else, everything I had was burnt.",Neighbour,,"Shower,Mobile Phone,Chicken,Doctor",,,"the problem we have is the children don't want to go and look for a job, I have problems with the school fees, and I can't pay it well",,"Shower,Soap,Meat,Light Bulb","Toilet flush,Shower,Light Bulb,Fridge,Fire",Yes,,,"drinking,cooking,washing",Ablution block,Community tap
63612bb858e01cd8f4ea0f21,2022-11-01T14:22:48,Yes,zu,180314807,That you do not pollute where you live,Farming,Farming,Mobile phone,Email,No,There is none,There is none,500,"-29.5605019,30.4111365",Father,4.0,Hasn't changed,"The thing that brought me here to look for part-time jobs, there are no jobs at home, that's what brought me here to this settlement.",fully owned,,Tertiary,2004-01-01,KwaZulu-Natal,,,,Unemployed,No,,"Corrugated iron sheets,Plywood,timber",,There is none,,"The thing I would like to change is to have good houses, it is safe from illegal electricity connection, I want the electric wires to go up so that they don't hurt the children when they walk down",A place to stay and shelter is very important. I need it. I have been wanting to have it for a long time,,,,https://files.ruralsenses.com/kobo-attachments/987582/180314807/1661274839373.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314807/1661274802724.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314807/1661274734719.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314807/1661274820033.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/180314807/1661274764197.jpg,,,,,In the hole,,No,,,Walking,Sick,Yes,,,,,,Yes,,,,"Light Bulb,Meat,Mobile Phone,Fridge,Vegetables","a house that I can sleep in, cook in, and store my things",the garden helps me to find food to eat in the garden. I know how to sell and get money to buy what I need to eat,"What I need is to find a job and stop taking drugs, I don't want it anymore.",I can cook with electricity. I can turn on the light and I can also charge the phone.,"Fridge,Toilet Squat,Chicken,Vegetables,Shower","Meat,Crops,House,Light Bulb,Soap",,,,,,Community tap
63612d588a58a42f2e4bb03a,2022-11-01T14:29:44,Yes,zu,180314796,There is none,To play soccer and football,Building a playground for children,Word of mouth,Word of mouth,No,There is none,There is none,2000,,Father,2.0,Improved a bit,This is because this area is close to the city and there are many job opportunities in this area.,rented,,Primary,2021-01-01,Eastern Cape,,,,Wage employee,No,It is the landlord,"Corrugated iron sheets,Plywood,any recycled material",,There is none,There is none,"What I would like to see changed is that there are more paras in this place, need toilets inside, we would be happy if we could get flush toilets, this place would be clean and there would be a place to dump garbage.",I am happy with this place because it is close to the city and there are many job opportunities in this place. otherwise we get free food and we are served,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255565378.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255524282.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255549200.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255508507.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255485499.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255441980.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255498424.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255516331.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255450126.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255536118.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255575844.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314796/1661255585193.jpg,We put it in the pit and burn it,,No,,Because I don&#39;t have enough equipment to grow vegetables,Walking,There is none,No,,,,Neighbour,I can contact the fees and inform the committees,No,,Neighbour,I can contact the billers and notify the committees and contact the firefighters,"Mobile Phone,Light Bulb,Corrugated Iron Sheet,Fire,Soap,Rainwater Harvesting System","You can read a book and a pen, and you can write something that comes from inside and you can write things which is painful or sweet. the book helps you to remind yourself of what is written in it to stir the mind.","You are asking me a silly question, soap helps you stay clean and healthy in your body",Since I am still a new in this place for now I can say it is little leakage here in the house and nothing else.,"a bicycle is cheap in shops, it is easy to buy, you can put it in the house as we live here in the shack, and I use it when I go to work or go to fun places I can go by bicycle","Mobile Phone,Fire,Book and Pen,Corrugated Iron Sheet,Soap","Mobile Phone,Book and Pen,Toilet Squat,Soap,Bike",No,,It is because it is far away from where we live,"drinking,cooking,washing",Communal pit latrine,Community tap
63612e3cccb72e8c77159a06,2022-11-01T14:33:32,No,zu,180314791,There is none,"Building a garden because it will help when we no longer have a job anymore, we can get food near us",I am trying to build a play area for children,Word of mouth,Word of mouth,No,There is none,There is none,500,,Father,2.0,Improved a bit,Work is so close that is whyI live here,fully owned,,Primary,2012-01-01,KwaZulu-Natal,Accountant,,,Wage employee,Yes,,"Corrugated iron sheets,Plywood,plastic",,There is none,Building in another place because here water gets inside the house,"It is that the junkies must go, and that there is a lot that needs to change with the houses, we are asking for proper houses and toilets, so that everything can be just fine.",Employment opportunities are available nearby. The city is nearby.,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253697562.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253654150.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253689510.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253635595.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253612407.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253583314.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253623983.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253647012.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253592656.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253723238.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253678973.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253707141.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180314791/1661253715006.jpg,We put it in the pit and burn it,,No,,Because I donot have enough equipment to grow vegetables.,Walking,The corrugated iron has hole/ leaks,Yes,8.0,August,"Our clothes are rotting, our wardrobes are rotting. The rest we throw away because it no longer works.",Neighbour,I can inform the neighbours and the committee,No,,Neighbour,I can call the neighbors and call the fire department.,"Soap,Book and Pen,Fire,Toilet Squat",It is important to have a toilet where I will not pollute the environment,"the tank, when it rains, the water comes in so that I can still have water for cooking, washing and drinking","water is entering the house, and the corrugated iron is leaking, and the faucet is far away",that is what I built my home with,"Mobile Phone,House,Soap,Toilet Squat,Corrugated Iron Sheet","Light Bulb,Book and Pen,Toilet Squat,Corrugated Iron Sheet,Rainwater Harvesting System",No,,It's because it's far than where we live,"drinking,cooking,washing",Communal pit latrine,Community tap
636134d54b96fb5d6dbddbdf,2022-11-01T15:01:41,No,zu,180056515,There is none,To play football so that there will be no crime,Playing football,Radio,Mobile phone,Yes,There is none,There is none,500,"-29.5596982,30.4095619",Father,3.0,Improved a lot,I came here to look for a job.,fully owned,,Secondary,2014-01-01,KwaZulu-Natal,,,I hustle,Unemployed,No,Donations,"Corrugated iron sheets,Plywood,timber",,There is none,,,I would be happy if everything is clean and right,,,,,,,,,,,,,,,They burn it,,No,,,minibus taxi,There is none,No,,,,,,Yes,,Neighbour,He could run away,"Mobile Phone,Borehole,Fridge,Rainwater Harvesting System","It is important because we drink, we wash and everything should be well ang good.",The toilet is important because we eat and then go to relieve ourselves,Not finding job opportunities. I was shot,Food price should decrease so that we will be right and continue with life.,"Book and Pen,Meat,Light Bulb,Vegetables","Light Bulb,Soap,Meat,House,Toilet flush",,,,,,Community tap
636136b058e01cd8f4ea0f46,2022-11-01T15:09:36,Yes,zu,180056539,There is none,Dancing to avoid drugs,Dancing,Radio,Mobile phone,No,Nothing,,<500,"-29.5596918,30.4096676",Other,5.0,Improved a bit,I came here because I'm looking for a part-time job,fully owned,,Primary,2018-01-01,KwaZulu-Natal,,,Boy friend goes for begging on the streets,Housework (unpaid),No,Funding,"Corrugated iron sheets,timber,Plywood",,No,Nothing,Electricity on the ground. Water. Criminals.,It is absurd to live here. Nothing makes me happy.,,,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340207990.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340152957.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340127812.jpg,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340168560.jpg,,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340239101.jpg,,,https://files.ruralsenses.com/kobo-attachments/987582/180056539/1661340196374.jpg,,,Put it in plastic and place it at the side of the road for it be collected by Municipality,Nothing,No,,No space,minibus taxi,Crime,Yes,2.0,"March,November",The rain spoiled the goods. Everything in the house was ruined.,Neighbour,Run,Yes,"The fire distracted me. We ran away, and stayed in the mountains when they were burning all our belongings. I am afraid of fire.","Friends,Neighbour",Run,"Meat,Fire",Food gives me motivation and energy to get up and do things.,"Water heals. I wash, I drink, I clean","That I shot by a gun and was hurt, and everything I had got burnt.",It is important because we can shelter and sleep.,"House,Soap,Vegetables,Mobile Phone,Book and Pen","Light Bulb,Meat,Borehole,Fire,House",Yes,Bathing and cleani,,"drinking,cooking,washing,other (specify)",Communal pit latrine,Community tap
6361388f409c6e7ca2143596,2022-11-01T15:17:35,No,zu,180056500,There is none,Sewing to sell,Sewing,Radio,Mobile phone,No,There is none,There is none,<500,"-29.5596013,30.4097157",Father,1.0,Hasn't changed,I came to look for job opportunities. There is no life back at home.,fully owned,,Secondary,2014-01-01,KwaZulu-Natal,,,Piece jobs,Unemployed,No,Donations,"Corrugated iron sheets,Plywood,timber",,There is none,,"There is so much to tell, even though I can not dwell much and give details.",I am happy because I can try to have a better life in this place.,,,,,,,,,,,,,,,We burn it,,No,,There is no planting area,minibus taxi,There is none,No,,,,,,Yes,I suffered a lot and my house also got burnt.,"Family,Firefighter",I went to look for help,"House,Fridge,Fire,Water,Light Bulb",Bathing is important for the body to relax and be fresh,The toilet is important to relieve one's self.,Life is not good.,Meat is as important in many ways as cooking it.,"Fridge,Light Bulb,Meat,House","Meat,Vegetables,Borehole,Toilet flush,Soap",,,,,,Community tap
